user_id,subscription_start_date,plan_type,monthly_price,status
1538,2025-01-12,Premium,19.99,active
1554,2025-01-12,Basic,9.99,active
1560,2025-01-12,Basic,9.99,active
1566,2025-01-12,Basic,9.99,active
1583,2025-01-06,Standard,14.99,active
1587,2025-01-10,Premium,19.99,active
1599,2025-01-07,Premium,19.99,active
1602,2025-01-07,Basic,9.99,active
1612,2025-01-08,Standard,14.99,active
1615,2025-01-09,Standard,14.99,active
1622,2025-01-12,Basic,9.99,active
1626,2025-01-08,Basic,9.99,active
1636,2025-01-06,Standard,14.99,active
1640,2025-01-06,Premium,19.99,active
1643,2025-01-09,Basic,9.99,active
1646,2025-01-06,Basic,9.99,active
1650,2025-01-10,Basic,9.99,active
1654,2025-01-07,Basic,9.99,active
1661,2025-01-06,Standard,14.99,active
1667,2025-01-10,Basic,9.99,active
1668,2025-01-08,Basic,9.99,active
1671,2025-01-09,Standard,14.99,active
1674,2025-01-11,Basic,9.99,active
1677,2025-01-12,Standard,14.99,active
1679,2025-01-07,Standard,14.99,active
1703,2025-01-10,Basic,9.99,active
1715,2025-01-07,Basic,9.99,active
1732,2025-01-12,Standard,14.99,active
1743,2025-01-10,Basic,9.99,active
1747,2025-01-06,Basic,9.99,active
1753,2025-01-12,Standard,14.99,active
1763,2025-01-10,Basic,9.99,active
1779,2025-01-08,Standard,14.99,active
1781,2025-01-07,Premium,19.99,active
1789,2025-01-06,Basic,9.99,active
1790,2025-01-12,Standard,14.99,active
1791,2025-01-09,Premium,19.99,active
1799,2025-01-09,Basic,9.99,active
1803,2025-01-11,Basic,9.99,active
1808,2025-01-08,Basic,9.99,active
1814,2025-01-11,Basic,9.99,active
1815,2025-01-12,Standard,14.99,active
1823,2025-01-11,Premium,19.99,active
1828,2025-01-13,Standard,14.99,active
1832,2025-01-10,Basic,9.99,active
1833,2025-01-11,Standard,14.99,active
1835,2025-01-12,Standard,14.99,active
1841,2025-01-09,Premium,19.99,active
1846,2025-01-10,Standard,14.99,active
1849,2025-01-11,Standard,14.99,active
1852,2025-01-08,Basic,9.99,active
1857,2025-01-08,Basic,9.99,active
1858,2025-01-12,Basic,9.99,active
1866,2025-01-07,Basic,9.99,active
1877,2025-01-11,Premium,19.99,active
1881,2025-01-08,Standard,14.99,active
1882,2025-01-08,Basic,9.99,active
1887,2025-01-07,Basic,9.99,active
1889,2025-01-10,Basic,9.99,active
1890,2025-01-12,Standard,14.99,active
1908,2025-01-09,Basic,9.99,active
1921,2025-01-07,Standard,14.99,active
1926,2025-01-08,Basic,9.99,active
1932,2025-01-11,Standard,14.99,active
1934,2025-01-13,Premium,19.99,active
1940,2025-01-07,Standard,14.99,active
1941,2025-01-11,Standard,14.99,active
1942,2025-01-12,Basic,9.99,active
1944,2025-01-13,Basic,9.99,active
1946,2025-01-09,Premium,19.99,active
1948,2025-01-11,Basic,9.99,active
1952,2025-01-07,Basic,9.99,active
1961,2025-01-11,Basic,9.99,active
1962,2025-01-12,Basic,9.99,active
1964,2025-01-10,Standard,14.99,active
1965,2025-01-12,Standard,14.99,active
1971,2025-01-13,Basic,9.99,active
1980,2025-01-08,Standard,14.99,active
1981,2025-01-07,Basic,9.99,active
1982,2025-01-08,Basic,9.99,active
1983,2025-01-09,Basic,9.99,active
1986,2025-01-10,Basic,9.99,active
1998,2025-01-13,Basic,9.99,active
2001,2025-01-10,Basic,9.99,active
2004,2025-01-11,Standard,14.99,active
2008,2025-01-11,Premium,19.99,active
2009,2025-01-10,Standard,14.99,active
2012,2025-01-08,Basic,9.99,active
2017,2025-01-08,Standard,14.99,active
2020,2025-01-12,Standard,14.99,active
2031,2025-01-13,Standard,14.99,active
2035,2025-01-11,Basic,9.99,active
2040,2025-01-13,Standard,14.99,active
2053,2025-01-10,Basic,9.99,active
2055,2025-01-13,Premium,19.99,active
2058,2025-01-11,Premium,19.99,active
2059,2025-01-07,Standard,14.99,active
2063,2025-01-12,Basic,9.99,active
2079,2025-01-08,Basic,9.99,active
2080,2025-01-10,Standard,14.99,active
2083,2025-01-12,Basic,9.99,active
2086,2025-01-07,Basic,9.99,active
2089,2025-01-08,Standard,14.99,active
2097,2025-01-09,Premium,19.99,active
2110,2025-01-12,Premium,19.99,active
2117,2025-01-14,Standard,14.99,active
2127,2025-01-14,Basic,9.99,active
2130,2025-01-09,Standard,14.99,active
2131,2025-01-14,Premium,19.99,active
2141,2025-01-10,Basic,9.99,active
2145,2025-01-09,Basic,9.99,active
2151,2025-01-13,Basic,9.99,active
2152,2025-01-09,Premium,19.99,active
2158,2025-01-09,Premium,19.99,active
2177,2025-01-09,Basic,9.99,active
2180,2025-01-13,Basic,9.99,active
2189,2025-01-14,Premium,19.99,active
2197,2025-01-13,Standard,14.99,active
2202,2025-01-09,Basic,9.99,active
2204,2025-01-09,Basic,9.99,active
2210,2025-01-08,Standard,14.99,active
2212,2025-01-09,Basic,9.99,active
2216,2025-01-14,Standard,14.99,active
2224,2025-01-14,Premium,19.99,active
2226,2025-01-11,Basic,9.99,active
2227,2025-01-10,Basic,9.99,active
2232,2025-01-11,Basic,9.99,active
2236,2025-01-13,Basic,9.99,active
2239,2025-01-11,Basic,9.99,active
2243,2025-01-10,Standard,14.99,active
2249,2025-01-08,Basic,9.99,active
2254,2025-01-11,Basic,9.99,active
2256,2025-01-09,Basic,9.99,active
2257,2025-01-11,Standard,14.99,active
2258,2025-01-10,Standard,14.99,active
2271,2025-01-11,Basic,9.99,active
2275,2025-01-09,Premium,19.99,active
2282,2025-01-10,Basic,9.99,active
2284,2025-01-14,Basic,9.99,active
2291,2025-01-12,Basic,9.99,active
2293,2025-01-10,Premium,19.99,active
2296,2025-01-11,Basic,9.99,active
2297,2025-01-14,Standard,14.99,active
2310,2025-01-12,Standard,14.99,active
2313,2025-01-11,Standard,14.99,active
2321,2025-01-14,Standard,14.99,active
2323,2025-01-13,Basic,9.99,active
2325,2025-01-08,Standard,14.99,active
2331,2025-01-11,Premium,19.99,active
2333,2025-01-13,Standard,14.99,active
2338,2025-01-11,Basic,9.99,active
2342,2025-01-10,Standard,14.99,active
2345,2025-01-13,Standard,14.99,active
2366,2025-01-11,Standard,14.99,active
2376,2025-01-14,Basic,9.99,active
2385,2025-01-13,Standard,14.99,active
2391,2025-01-08,Basic,9.99,active
2399,2025-01-14,Basic,9.99,active
2405,2025-01-11,Basic,9.99,active
2417,2025-01-15,Basic,9.99,active
2429,2025-01-11,Premium,19.99,active
2432,2025-01-11,Basic,9.99,active
2438,2025-01-15,Basic,9.99,active
2446,2025-01-11,Standard,14.99,active
2448,2025-01-15,Basic,9.99,active
2452,2025-01-10,Basic,9.99,active
2463,2025-01-11,Basic,9.99,active
2470,2025-01-11,Basic,9.99,active
2471,2025-01-10,Standard,14.99,active
2488,2025-01-09,Standard,14.99,active
2492,2025-01-15,Standard,14.99,active
2497,2025-01-13,Standard,14.99,active
2510,2025-01-09,Standard,14.99,active
2511,2025-01-13,Standard,14.99,active
2514,2025-01-09,Basic,9.99,active
2520,2025-01-10,Basic,9.99,active
2535,2025-01-09,Premium,19.99,active
2544,2025-01-10,Basic,9.99,active
2550,2025-01-09,Premium,19.99,active
2553,2025-01-09,Basic,9.99,active
2558,2025-01-12,Basic,9.99,active
2559,2025-01-13,Basic,9.99,active
2561,2025-01-13,Basic,9.99,active
2576,2025-01-11,Standard,14.99,active
2581,2025-01-10,Standard,14.99,active
2583,2025-01-13,Standard,14.99,active
2598,2025-01-09,Standard,14.99,active
2602,2025-01-10,Basic,9.99,active
2613,2025-01-14,Basic,9.99,active
2621,2025-01-10,Standard,14.99,active
2631,2025-01-15,Basic,9.99,active
2634,2025-01-09,Basic,9.99,active
2635,2025-01-10,Standard,14.99,active
2641,2025-01-12,Premium,19.99,active
2642,2025-01-14,Standard,14.99,active
2647,2025-01-12,Standard,14.99,active
2649,2025-01-14,Premium,19.99,active
2656,2025-01-10,Premium,19.99,active
2660,2025-01-15,Basic,9.99,active
2673,2025-01-10,Basic,9.99,active
2674,2025-01-13,Basic,9.99,active
2681,2025-01-15,Standard,14.99,active
2683,2025-01-15,Standard,14.99,active
2686,2025-01-13,Basic,9.99,active
2688,2025-01-13,Basic,9.99,active
2691,2025-01-11,Basic,9.99,active
2694,2025-01-11,Standard,14.99,active
2696,2025-01-15,Basic,9.99,active
2702,2025-01-10,Basic,9.99,active
2704,2025-01-13,Basic,9.99,active
2705,2025-01-16,Standard,14.99,active
2711,2025-01-12,Basic,9.99,active
2721,2025-01-16,Basic,9.99,active
2725,2025-01-12,Premium,19.99,active
2726,2025-01-13,Premium,19.99,active
2737,2025-01-10,Basic,9.99,active
2739,2025-01-13,Basic,9.99,active
2742,2025-01-12,Basic,9.99,active
2744,2025-01-13,Standard,14.99,active
2748,2025-01-12,Premium,19.99,active
2749,2025-01-15,Basic,9.99,active
2760,2025-01-15,Basic,9.99,active
2780,2025-01-10,Basic,9.99,active
2785,2025-01-15,Basic,9.99,active
2789,2025-01-12,Basic,9.99,active
2791,2025-01-12,Basic,9.99,active
2795,2025-01-10,Basic,9.99,active
2800,2025-01-15,Standard,14.99,active
2801,2025-01-16,Standard,14.99,active
2802,2025-01-14,Basic,9.99,active
2803,2025-01-16,Basic,9.99,active
2808,2025-01-15,Basic,9.99,active
2829,2025-01-15,Basic,9.99,active
2830,2025-01-12,Standard,14.99,active
2831,2025-01-15,Premium,19.99,active
2832,2025-01-11,Standard,14.99,active
2833,2025-01-16,Basic,9.99,active
2839,2025-01-12,Standard,14.99,active
2841,2025-01-15,Basic,9.99,active
2855,2025-01-11,Basic,9.99,active
2856,2025-01-13,Standard,14.99,active
2863,2025-01-12,Basic,9.99,active
2880,2025-01-10,Basic,9.99,active
2884,2025-01-13,Basic,9.99,active
2906,2025-01-10,Basic,9.99,active
2907,2025-01-15,Basic,9.99,active
2913,2025-01-11,Basic,9.99,active
2918,2025-01-15,Basic,9.99,active
2920,2025-01-14,Basic,9.99,active
2932,2025-01-15,Basic,9.99,active
2933,2025-01-16,Standard,14.99,active
2951,2025-01-15,Basic,9.99,active
2952,2025-01-15,Basic,9.99,active
2955,2025-01-14,Standard,14.99,active
2957,2025-01-11,Standard,14.99,active
2963,2025-01-13,Basic,9.99,active
2969,2025-01-12,Premium,19.99,active
2978,2025-01-15,Basic,9.99,active
2980,2025-01-16,Basic,9.99,active
2986,2025-01-16,Standard,14.99,active
2988,2025-01-14,Standard,14.99,active
2993,2025-01-16,Basic,9.99,active
3003,2025-01-12,Standard,14.99,active
3004,2025-01-13,Basic,9.99,active
3013,2025-01-16,Standard,14.99,active
3025,2025-01-14,Basic,9.99,active
3035,2025-01-13,Standard,14.99,active
3039,2025-01-15,Premium,19.99,active
3043,2025-01-14,Basic,9.99,active
3053,2025-01-11,Basic,9.99,active
3054,2025-01-13,Basic,9.99,active
3077,2025-01-17,Premium,19.99,active
3083,2025-01-14,Basic,9.99,active
3084,2025-01-12,Basic,9.99,active
3091,2025-01-11,Premium,19.99,active
3092,2025-01-14,Standard,14.99,active
3098,2025-01-11,Premium,19.99,active
3100,2025-01-15,Basic,9.99,active
3107,2025-01-13,Standard,14.99,active
3110,2025-01-15,Premium,19.99,active
3116,2025-01-13,Standard,14.99,active
3117,2025-01-11,Premium,19.99,active
3122,2025-01-14,Basic,9.99,active
3127,2025-01-15,Standard,14.99,active
3129,2025-01-14,Standard,14.99,active
3132,2025-01-16,Standard,14.99,active
3156,2025-01-14,Basic,9.99,active
3159,2025-01-14,Basic,9.99,active
3181,2025-01-12,Premium,19.99,active
3182,2025-01-12,Standard,14.99,active
3187,2025-01-13,Standard,14.99,active
3188,2025-01-17,Basic,9.99,active
3193,2025-01-15,Standard,14.99,active
3197,2025-01-17,Basic,9.99,active
3198,2025-01-17,Basic,9.99,active
3199,2025-01-15,Standard,14.99,active
3202,2025-01-17,Standard,14.99,active
3217,2025-01-16,Standard,14.99,active
3218,2025-01-11,Basic,9.99,active
3234,2025-01-15,Basic,9.99,active
3245,2025-01-14,Standard,14.99,active
3252,2025-01-16,Basic,9.99,active
3256,2025-01-17,Standard,14.99,active
3260,2025-01-15,Basic,9.99,active
3274,2025-01-14,Standard,14.99,active
3281,2025-01-13,Basic,9.99,active
3298,2025-01-15,Basic,9.99,active
3307,2025-01-16,Basic,9.99,active
3308,2025-01-17,Standard,14.99,active
3317,2025-01-16,Basic,9.99,active
3320,2025-01-13,Standard,14.99,active
3329,2025-01-18,Standard,14.99,active
3335,2025-01-14,Basic,9.99,active
3343,2025-01-12,Premium,19.99,active
3345,2025-01-16,Premium,19.99,active
3353,2025-01-15,Standard,14.99,active
3356,2025-01-12,Standard,14.99,active
3363,2025-01-13,Standard,14.99,active
3369,2025-01-16,Basic,9.99,active
3371,2025-01-12,Standard,14.99,active
3372,2025-01-16,Standard,14.99,active
3374,2025-01-13,Standard,14.99,active
3380,2025-01-18,Premium,19.99,active
3387,2025-01-16,Basic,9.99,active
3391,2025-01-18,Basic,9.99,active
3393,2025-01-18,Basic,9.99,active
3400,2025-01-14,Basic,9.99,active
3402,2025-01-12,Premium,19.99,active
3403,2025-01-16,Standard,14.99,active
3405,2025-01-13,Standard,14.99,active
3408,2025-01-15,Premium,19.99,active
3413,2025-01-16,Standard,14.99,active
3420,2025-01-18,Basic,9.99,active
3431,2025-01-18,Basic,9.99,active
3437,2025-01-18,Basic,9.99,active
3447,2025-01-16,Basic,9.99,active
3453,2025-01-12,Premium,19.99,active
3463,2025-01-14,Standard,14.99,active
3474,2025-01-14,Standard,14.99,active
3479,2025-01-12,Premium,19.99,active
3480,2025-01-17,Standard,14.99,active
3486,2025-01-12,Basic,9.99,active
3503,2025-01-18,Basic,9.99,active
3506,2025-01-16,Standard,14.99,active
3514,2025-01-13,Basic,9.99,active
3535,2025-01-18,Standard,14.99,active
3537,2025-01-18,Basic,9.99,active
3540,2025-01-13,Basic,9.99,active
3543,2025-01-14,Premium,19.99,active
3549,2025-01-18,Basic,9.99,active
3562,2025-01-17,Premium,19.99,active
3564,2025-01-14,Basic,9.99,active
3568,2025-01-18,Standard,14.99,active
3571,2025-01-13,Standard,14.99,active
3576,2025-01-12,Standard,14.99,active
3587,2025-01-14,Basic,9.99,active
3591,2025-01-15,Standard,14.99,active
3595,2025-01-18,Basic,9.99,active
3601,2025-01-19,Basic,9.99,active
3602,2025-01-14,Basic,9.99,active
3603,2025-01-17,Basic,9.99,active
3605,2025-01-14,Standard,14.99,active
3612,2025-01-14,Basic,9.99,active
3619,2025-01-19,Basic,9.99,active
3627,2025-01-14,Standard,14.99,active
3633,2025-01-14,Basic,9.99,active
3644,2025-01-17,Basic,9.99,active
3649,2025-01-14,Standard,14.99,active
3654,2025-01-18,Basic,9.99,active
3655,2025-01-16,Basic,9.99,active
3661,2025-01-19,Basic,9.99,active
3663,2025-01-18,Basic,9.99,active
3666,2025-01-17,Basic,9.99,active
3674,2025-01-16,Basic,9.99,active
3681,2025-01-16,Standard,14.99,active
3702,2025-01-19,Basic,9.99,active
3712,2025-01-17,Premium,19.99,active
3716,2025-01-19,Standard,14.99,active
3725,2025-01-17,Standard,14.99,active
3730,2025-01-14,Basic,9.99,active
3731,2025-01-15,Premium,19.99,active
3732,2025-01-17,Standard,14.99,active
3736,2025-01-13,Standard,14.99,active
3738,2025-01-17,Basic,9.99,active
3741,2025-01-15,Premium,19.99,active
3743,2025-01-17,Standard,14.99,active
3747,2025-01-17,Basic,9.99,active
3752,2025-01-16,Basic,9.99,active
3754,2025-01-15,Basic,9.99,active
3766,2025-01-15,Standard,14.99,active
3770,2025-01-17,Basic,9.99,active
3774,2025-01-14,Standard,14.99,active
3783,2025-01-13,Premium,19.99,active
3794,2025-01-13,Basic,9.99,active
3815,2025-01-15,Premium,19.99,active
3817,2025-01-18,Basic,9.99,active
3828,2025-01-14,Standard,14.99,active
3836,2025-01-14,Standard,14.99,active
3839,2025-01-16,Basic,9.99,active
3849,2025-01-17,Basic,9.99,active
3852,2025-01-16,Standard,14.99,active
3853,2025-01-14,Basic,9.99,active
3854,2025-01-16,Standard,14.99,active
3861,2025-01-13,Basic,9.99,active
3863,2025-01-18,Standard,14.99,active
3870,2025-01-17,Standard,14.99,active
3873,2025-01-14,Standard,14.99,active
3879,2025-01-19,Basic,9.99,active
3885,2025-01-14,Premium,19.99,active
3888,2025-01-18,Standard,14.99,active
3894,2025-01-15,Standard,14.99,active
3896,2025-01-17,Standard,14.99,active
3899,2025-01-13,Standard,14.99,active
3903,2025-01-18,Basic,9.99,active
3907,2025-01-20,Basic,9.99,active
3911,2025-01-14,Basic,9.99,active
3912,2025-01-15,Basic,9.99,active
3915,2025-01-18,Premium,19.99,active
3923,2025-01-14,Basic,9.99,active
3925,2025-01-16,Premium,19.99,active
3928,2025-01-17,Basic,9.99,active
3930,2025-01-15,Basic,9.99,active
3931,2025-01-14,Premium,19.99,active
3938,2025-01-18,Standard,14.99,active
3939,2025-01-15,Standard,14.99,active
3960,2025-01-17,Basic,9.99,active
3966,2025-01-16,Basic,9.99,active
3979,2025-01-15,Basic,9.99,active
3984,2025-01-20,Basic,9.99,active
3996,2025-01-18,Premium,19.99,active
4002,2025-01-20,Basic,9.99,active
4012,2025-01-19,Standard,14.99,active
4028,2025-01-20,Standard,14.99,active
4031,2025-01-18,Premium,19.99,active
4033,2025-01-19,Premium,19.99,active
4038,2025-01-18,Basic,9.99,active
4041,2025-01-14,Basic,9.99,active
