user_id,signup_date,acquisition_channel
731,2025-01-03,Google
732,2025-01-03,Google
733,2025-01-03,Meta
734,2025-01-03,Organic
735,2025-01-03,Google
736,2025-01-03,Email
737,2025-01-03,Organic
738,2025-01-03,Google
739,2025-01-03,Meta
740,2025-01-03,Meta
741,2025-01-03,Google
742,2025-01-03,Meta
743,2025-01-03,Meta
744,2025-01-03,Organic
745,2025-01-03,Meta
746,2025-01-03,Organic
747,2025-01-03,Email
748,2025-01-03,Meta
749,2025-01-03,Google
750,2025-01-03,Google
751,2025-01-03,Organic
752,2025-01-03,Organic
753,2025-01-03,Meta
754,2025-01-03,Meta
755,2025-01-03,Google
756,2025-01-03,Meta
757,2025-01-03,Meta
758,2025-01-03,Referral
759,2025-01-03,Organic
760,2025-01-03,Meta
761,2025-01-03,Organic
762,2025-01-03,Google
763,2025-01-03,Meta
764,2025-01-03,Organic
765,2025-01-03,Meta
766,2025-01-03,Organic
767,2025-01-03,Google
768,2025-01-03,Meta
769,2025-01-03,Meta
770,2025-01-03,Meta
771,2025-01-03,Organic
772,2025-01-03,Email
773,2025-01-03,Meta
774,2025-01-03,Meta
775,2025-01-03,Referral
776,2025-01-03,Referral
777,2025-01-03,Meta
778,2025-01-03,Google
779,2025-01-03,Meta
780,2025-01-03,Google
781,2025-01-03,Meta
782,2025-01-03,Organic
783,2025-01-03,Email
784,2025-01-03,Meta
785,2025-01-03,Meta
786,2025-01-03,Organic
787,2025-01-03,Meta
788,2025-01-03,Google
789,2025-01-03,Google
790,2025-01-03,Referral
791,2025-01-03,Google
792,2025-01-03,Organic
793,2025-01-03,Organic
794,2025-01-03,Meta
795,2025-01-03,Google
796,2025-01-03,Google
797,2025-01-03,Email
798,2025-01-03,Organic
799,2025-01-03,Email
800,2025-01-03,Meta
801,2025-01-03,Meta
802,2025-01-03,Email
803,2025-01-03,Google
804,2025-01-03,Referral
805,2025-01-03,Google
806,2025-01-03,Referral
807,2025-01-03,Email
808,2025-01-03,Organic
809,2025-01-03,Referral
810,2025-01-03,Organic
811,2025-01-03,Google
812,2025-01-03,Email
813,2025-01-03,Google
814,2025-01-03,Google
815,2025-01-03,Referral
816,2025-01-03,Organic
817,2025-01-03,Organic
818,2025-01-03,Google
819,2025-01-03,Organic
820,2025-01-03,Organic
821,2025-01-03,Google
822,2025-01-03,Google
823,2025-01-03,Organic
824,2025-01-03,Google
825,2025-01-03,Referral
826,2025-01-03,Organic
827,2025-01-03,Meta
828,2025-01-03,Referral
829,2025-01-03,Referral
830,2025-01-03,Meta
831,2025-01-03,Google
832,2025-01-03,Referral
833,2025-01-03,Meta
834,2025-01-03,Organic
835,2025-01-03,Organic
836,2025-01-03,Meta
837,2025-01-03,Google
838,2025-01-03,Meta
839,2025-01-03,Google
840,2025-01-03,Meta
841,2025-01-03,Google
842,2025-01-03,Organic
843,2025-01-03,Organic
844,2025-01-03,Referral
845,2025-01-03,Referral
846,2025-01-03,Google
847,2025-01-03,Email
848,2025-01-03,Referral
849,2025-01-03,Meta
850,2025-01-03,Organic
851,2025-01-03,Organic
852,2025-01-03,Email
853,2025-01-03,Organic
854,2025-01-03,Organic
855,2025-01-03,Google
856,2025-01-03,Referral
857,2025-01-03,Organic
858,2025-01-03,Google
859,2025-01-03,Meta
860,2025-01-03,Organic
861,2025-01-03,Email
862,2025-01-03,Google
863,2025-01-03,Google
864,2025-01-03,Meta
865,2025-01-03,Meta
866,2025-01-03,Organic
867,2025-01-03,Google
868,2025-01-03,Email
869,2025-01-03,Google
870,2025-01-03,Google
871,2025-01-03,Organic
872,2025-01-03,Google
873,2025-01-03,Google
874,2025-01-03,Organic
875,2025-01-03,Meta
876,2025-01-03,Referral
877,2025-01-03,Google
878,2025-01-03,Google
879,2025-01-03,Organic
880,2025-01-03,Meta
881,2025-01-03,Google
882,2025-01-03,Organic
883,2025-01-03,Google
884,2025-01-03,Meta
885,2025-01-03,Organic
886,2025-01-03,Meta
887,2025-01-03,Google
888,2025-01-03,Google
889,2025-01-03,Meta
890,2025-01-03,Email
891,2025-01-03,Google
892,2025-01-03,Meta
893,2025-01-03,Meta
894,2025-01-03,Referral
895,2025-01-03,Google
896,2025-01-03,Meta
897,2025-01-03,Meta
898,2025-01-03,Organic
899,2025-01-03,Organic
900,2025-01-03,Google
901,2025-01-04,Referral
902,2025-01-04,Google
903,2025-01-04,Google
904,2025-01-04,Google
905,2025-01-04,Organic
906,2025-01-04,Google
907,2025-01-04,Referral
908,2025-01-04,Google
909,2025-01-04,Email
910,2025-01-04,Google
911,2025-01-04,Meta
912,2025-01-04,Google
913,2025-01-04,Referral
914,2025-01-04,Organic
915,2025-01-04,Google
916,2025-01-04,Google
917,2025-01-04,Organic
918,2025-01-04,Organic
919,2025-01-04,Email
920,2025-01-04,Google
921,2025-01-04,Organic
922,2025-01-04,Referral
923,2025-01-04,Google
924,2025-01-04,Google
925,2025-01-04,Google
926,2025-01-04,Organic
927,2025-01-04,Email
928,2025-01-04,Google
929,2025-01-04,Meta
930,2025-01-04,Meta
931,2025-01-04,Organic
932,2025-01-04,Email
933,2025-01-04,Organic
934,2025-01-04,Meta
935,2025-01-04,Referral
936,2025-01-04,Meta
937,2025-01-04,Email
938,2025-01-04,Meta
939,2025-01-04,Meta
940,2025-01-04,Meta
941,2025-01-04,Meta
942,2025-01-04,Organic
943,2025-01-04,Google
944,2025-01-04,Google
945,2025-01-04,Meta
946,2025-01-04,Organic
947,2025-01-04,Meta
948,2025-01-04,Meta
949,2025-01-04,Organic
950,2025-01-04,Meta
951,2025-01-04,Referral
952,2025-01-04,Referral
953,2025-01-04,Organic
954,2025-01-04,Meta
955,2025-01-04,Google
956,2025-01-04,Organic
957,2025-01-04,Google
958,2025-01-04,Google
959,2025-01-04,Organic
960,2025-01-04,Google
961,2025-01-04,Meta
962,2025-01-04,Google
963,2025-01-04,Google
964,2025-01-04,Referral
965,2025-01-04,Google
966,2025-01-04,Google
967,2025-01-04,Google
968,2025-01-04,Email
969,2025-01-04,Organic
970,2025-01-04,Email
971,2025-01-04,Organic
972,2025-01-04,Meta
973,2025-01-04,Meta
974,2025-01-04,Google
975,2025-01-04,Google
976,2025-01-04,Meta
977,2025-01-04,Google
978,2025-01-04,Organic
979,2025-01-04,Organic
980,2025-01-04,Referral
981,2025-01-04,Referral
982,2025-01-04,Meta
983,2025-01-04,Organic
984,2025-01-04,Organic
985,2025-01-04,Google
986,2025-01-04,Organic
987,2025-01-04,Google
988,2025-01-04,Google
989,2025-01-04,Google
990,2025-01-04,Google
991,2025-01-04,Meta
992,2025-01-04,Meta
993,2025-01-04,Google
994,2025-01-04,Meta
995,2025-01-04,Organic
996,2025-01-04,Google
997,2025-01-04,Organic
998,2025-01-04,Google
999,2025-01-04,Meta
1000,2025-01-04,Google
1001,2025-01-04,Referral
1002,2025-01-04,Google
1003,2025-01-04,Meta
1004,2025-01-04,Organic
1005,2025-01-04,Meta
1006,2025-01-04,Organic
1007,2025-01-04,Referral
1008,2025-01-04,Google
1009,2025-01-04,Referral
1010,2025-01-04,Meta
1011,2025-01-04,Email
1012,2025-01-04,Google
1013,2025-01-04,Google
1014,2025-01-04,Meta
1015,2025-01-04,Meta
1016,2025-01-04,Email
1017,2025-01-04,Meta
1018,2025-01-04,Referral
1019,2025-01-04,Google
1020,2025-01-04,Google
1021,2025-01-04,Email
1022,2025-01-04,Referral
1023,2025-01-04,Google
1024,2025-01-04,Organic
1025,2025-01-04,Organic
1026,2025-01-04,Email
1027,2025-01-04,Meta
1028,2025-01-04,Meta
1029,2025-01-04,Organic
1030,2025-01-04,Organic
1031,2025-01-04,Google
1032,2025-01-04,Organic
1033,2025-01-04,Referral
1034,2025-01-04,Referral
1035,2025-01-04,Meta
1036,2025-01-04,Google
1037,2025-01-04,Email
1038,2025-01-04,Google
1039,2025-01-04,Referral
1040,2025-01-04,Meta
1041,2025-01-04,Google
1042,2025-01-04,Organic
1043,2025-01-04,Organic
1044,2025-01-04,Referral
1045,2025-01-04,Meta
1046,2025-01-04,Organic
1047,2025-01-04,Organic
1048,2025-01-04,Organic
1049,2025-01-04,Google
1050,2025-01-04,Google
1051,2025-01-04,Meta
1052,2025-01-04,Google
1053,2025-01-04,Organic
1054,2025-01-04,Google
1055,2025-01-04,Meta
1056,2025-01-04,Organic
1057,2025-01-04,Google
1058,2025-01-04,Meta
1059,2025-01-04,Google
1060,2025-01-04,Google
1061,2025-01-04,Email
1062,2025-01-04,Google
1063,2025-01-04,Meta
1064,2025-01-04,Google
1065,2025-01-04,Google
1066,2025-01-04,Meta
1067,2025-01-04,Meta
1068,2025-01-04,Email
1069,2025-01-04,Google
1070,2025-01-04,Google
1071,2025-01-04,Meta
1072,2025-01-04,Organic
1073,2025-01-04,Organic
1074,2025-01-04,Meta
1075,2025-01-04,Google
1076,2025-01-04,Google
1077,2025-01-04,Google
1078,2025-01-04,Organic
1079,2025-01-04,Organic
1080,2025-01-04,Referral
1081,2025-01-04,Referral
1082,2025-01-04,Organic
1083,2025-01-04,Google
1084,2025-01-04,Google
1085,2025-01-04,Meta
1086,2025-01-04,Email
1087,2025-01-04,Organic
1088,2025-01-04,Referral
1089,2025-01-04,Google
1090,2025-01-04,Meta
1091,2025-01-04,Meta
1092,2025-01-04,Meta
1093,2025-01-04,Organic
1094,2025-01-04,Google
1095,2025-01-04,Organic
1096,2025-01-04,Meta
1097,2025-01-04,Organic
1098,2025-01-04,Email
1099,2025-01-04,Referral
